pool,block_start,block_end,num_swaps,vol_token0,vol_token1
USDC-ETH,23580322,23590321,3749,3385009.83824300,1811.75664712
USDC-ETH,23590322,23600321,5397,3928518.78634600,2132.85915063
USDC-ETH,23600322,23610321,2853,1534288.82543100,804.61572731
USDC-ETH,23610322,23620321,3000,1619283.00001800,838.50370902
USDC-ETH,23620322,23630321,2767,1417125.67929600,748.50553850
USDC-ETH,23630322,23640321,2015,701310.90612900,364.46045526
USDC-ETH,23640322,23650321,4203,1976623.11125600,1006.36799325
USDC-ETH,23650322,23660321,4168,2789805.58473500,1369.51721163
USDC-ETH,23660322,23670321,2762,2005815.39732400,975.96229711
USDC-ETH,23670322,23680321,2264,1692917.65045700,820.99071142
USDC-ETH,23680322,23690321,1634,1065037.51210100,520.05846804
USDC-ETH,23690322,23693483,465,338035.47229400,163.32248153
