block,sqrtPriceX96,tick,price
19804958,,67709,87183.25
19806958,,67722,87297.83
19808958,,67708,87175.81
19810958,,67692,87037.76
19812958,,67682,86951.51
19814958,,67680,86931.98
19816958,,67677,86909.30
19818958,,67684,86970.10
19820958,,67675,86886.86
19822958,,67675,86885.61
19824958,,67670,86847.62
19826958,,67680,86930.21
19828958,,67682,86952.49
19830958,,67696,87074.28
19832958,,67714,87227.65
19834958,,67704,87140.81
19836958,,67720,87279.92
19838958,,67723,87306.86
19840958,,67708,87177.97
19842958,,67724,87317.83
19844958,,67673,86870.47
19846958,,67650,86674.36
19848958,,67681,86940.74
19850958,,67683,86961.34
19852958,,67716,87248.81
19854958,,67743,87482.94
19856958,,67725,87321.09
19858958,,67733,87392.49
19860958,,67732,87387.09
19862958,,67737,87429.33
19864958,,67750,87546.19
19866958,,67748,87522.92
19868958,,67757,87600.61
19870958,,67759,87619.23
19872958,,67778,87791.24
19874958,,67776,87772.42
19876958,,67753,87572.63
19878958,,67753,87571.37
19880958,,67745,87497.31
19882958,,67752,87558.56
19884958,,67752,87558.57
19886958,,67754,87578.54
19888958,,67771,87724.67
19890958,,67768,87701.28
19892958,,67766,87683.46
19894958,,67766,87683.51
19896958,,67760,87633.56
19898958,,67760,87633.56
19900958,,67760,87633.56
19902958,,67763,87656.23
19904958,,67763,87656.17
19906958,,67763,87660.06
19908958,,67722,87301.89
19910958,,67736,87416.43
19912958,,67729,87358.53
19914958,,67725,87320.30
19916958,,67714,87224.56
19918958,,67727,87345.20
19920958,,67729,87362.55
19922958,,67729,87362.55
19924958,,67729,87362.54
19926958,,67723,87305.28
19928958,,67738,87440.65
19930958,,67738,87435.45
19932958,,67753,87567.96
19934958,,67830,88243.67
19936958,,67820,88161.96
19938958,,67794,87929.06
19940958,,67796,87947.94
19942958,,67815,88110.02
19944958,,67808,88054.62
19946958,,67812,88084.41
19948958,,67802,88000.83
19950958,,67802,88000.90
19952958,,67764,87666.24
19954958,,67778,87788.84
19956958,,67778,87788.84
19958958,,67769,87709.20
19960958,,67738,87434.44
19962958,,67698,87086.82
19964958,,67701,87117.77
19966958,,67682,86947.14
19968958,,67707,87166.85
19970958,,67725,87323.46
19972958,,67881,88694.92
19974958,,67910,88953.58
19976958,,67875,88639.59
19978958,,67854,88456.07
19980958,,67869,88592.52
19982958,,67891,88788.48
19984958,,67883,88718.06
19986958,,67896,88833.55
19988958,,67899,88858.51
19990958,,67915,88995.17
19992958,,67850,88423.90
19994958,,67859,88502.28
19996958,,67859,88500.69
19998958,,67865,88553.38
20000958,,67873,88622.91
20002958,,67868,88583.53
20004958,,67865,88552.85
20006958,,67851,88433.44
20008958,,67860,88507.75
20010958,,67860,88515.18
20012958,,67868,88580.54
20014958,,67890,88776.25
20016958,,67876,88655.82
20018958,,67686,86982.23
20020958,,67673,86869.16
20022958,,67685,86979.83
20024958,,67701,87115.29
20026958,,67677,86904.00
20028958,,67710,87192.72
20030958,,67710,87192.95
20032958,,67705,87152.11
20034958,,67717,87253.94
20036958,,67722,87300.89
20038958,,67738,87439.66
20040958,,67739,87449.81
20042958,,67733,87389.81
20044958,,67733,87396.57
20046958,,67723,87309.49
20048958,,67723,87309.48
20050958,,67717,87258.16
20052958,,67711,87200.02
20054958,,67714,87232.17
20056958,,67726,87336.88
20058958,,67719,87267.68
20060958,,67719,87267.68
20062958,,67718,87266.94
20064958,,67720,87282.93
20066958,,67720,87281.07
20068958,,67734,87405.81
20070958,,67734,87405.80
20072958,,67736,87422.13
20074958,,67729,87360.94
20076958,,67735,87414.08
20078958,,67743,87484.17
20080958,,67743,87484.17
20082958,,67745,87500.00
20084958,,67745,87500.00
20086958,,67746,87506.22
20088958,,67738,87437.76
20090958,,67728,87348.39
20092958,,67734,87399.53
20094958,,67732,87384.49
20096958,,67732,87388.37
20098958,,67731,87373.38
20100958,,67723,87307.68
20102958,,67723,87308.66
20104958,,67732,87382.42
20106958,,67739,87443.60
20108958,,67739,87444.10
20110958,,67736,87423.76
20112958,,67736,87423.56
20114958,,67736,87424.53
20116958,,67736,87424.53
20118958,,67736,87424.53
20120958,,67737,87424.59
20122958,,67737,87424.94
20124958,,67744,87486.10
20126958,,67744,87486.10
20128958,,67745,87502.01
20130958,,67776,87773.30
20132958,,67742,87474.70
20134958,,67753,87569.17
20136958,,67779,87794.09
20138958,,67767,87695.80
20140958,,67780,87809.41
20142958,,67768,87697.21
20144958,,67770,87717.99
20146958,,67770,87717.98
20148958,,67770,87718.41
20150958,,67770,87718.46
20152958,,67767,87688.72
20154958,,67761,87640.76
20156958,,67757,87603.83
20158958,,67756,87595.51
20160958,,67762,87647.46
20162958,,67762,87647.46
20164958,,67762,87647.46
20166958,,67764,87662.48
20168958,,67779,87795.03
20170958,,67777,87776.42
20172958,,67768,87703.59
20174958,,67781,87815.35
20176958,,67780,87804.25
20178958,,67780,87808.85
20180958,,67781,87811.61
20182958,,67777,87781.72
20184958,,67784,87842.85
20186958,,67783,87836.00
20188958,,67785,87851.93
20190958,,67791,87900.16
20192958,,67785,87846.69
20194958,,67777,87776.34
20196958,,67771,87728.61
20198958,,67771,87728.53
20200958,,67777,87775.31
20202958,,67743,87482.58
20204958,,67750,87546.46
20206958,,67749,87532.88
20208958,,67745,87501.06
20210958,,67740,87454.39
20212958,,67741,87467.26
20214958,,67738,87436.48
20216958,,67738,87436.52
20218958,,67745,87499.71
20220958,,67766,87680.71
20222958,,67768,87696.16
20224958,,67777,87780.42
20226958,,67820,88154.64
20228958,,67789,87885.83
20230958,,67857,88483.48
20232958,,67908,88935.35
20234958,,67910,88956.46
20236958,,67981,89585.29
20238958,,67994,89700.89
20240958,,68009,89841.20
20242958,,68004,89793.70
20244958,,67991,89682.35
20246958,,67997,89729.47
20248958,,67975,89538.90
20250958,,67950,89308.59
20252958,,67944,89254.81
20254958,,67956,89366.24
20256958,,67944,89260.99
20258958,,67789,87888.92
20260958,,67788,87872.68
20262958,,67773,87745.67
20264958,,67761,87637.02
20266958,,67746,87509.77
20268958,,67718,87261.43
20270958,,67718,87261.38
20272958,,67707,87168.85
20274958,,67715,87235.63
20276958,,67778,87785.08
20278958,,67734,87403.35
20280958,,67744,87488.75
20282958,,67728,87350.41
20284958,,67750,87540.13
20286958,,67725,87323.76
20288958,,67762,87646.35
20290958,,67742,87474.00
20292958,,67738,87435.52
20294958,,67728,87353.84
20296958,,67726,87336.60
20298958,,67701,87110.73
20300958,,67708,87175.72
20302958,,67710,87196.95
20304958,,67706,87156.53
20306958,,67715,87232.69
20308958,,67706,87161.83
20310958,,67708,87175.28
20312958,,67698,87089.82
20314958,,67707,87167.80
20316958,,67712,87208.34
20318958,,67708,87175.51
20320958,,67691,87025.01
20322958,,67710,87193.09
20324958,,67723,87308.03
20326958,,67727,87342.63
20328958,,67721,87292.46
20330958,,67708,87178.49
20332958,,67725,87320.65
20334958,,67731,87378.24
20336958,,67729,87361.70
20338958,,67744,87490.66
20340958,,67771,87727.08
20342958,,67774,87756.15
20344958,,67764,87665.54
20346958,,67794,87925.50
20348958,,67799,87976.85
20350958,,67787,87864.42
20352958,,67771,87728.54
20354958,,67790,87896.42
20356958,,67790,87896.57
20358958,,67790,87891.88
20360958,,67791,87902.58
20362958,,67785,87846.27
20364958,,67829,88238.08
20366958,,67872,88620.46
20368958,,67909,88945.16
20370958,,67853,88451.33
20372958,,67849,88413.37
20374958,,67825,88198.32
20376958,,67824,88190.43
20378958,,67795,87937.02
20380958,,67821,88165.49
20382958,,67805,88026.27
20384958,,67796,87945.13
20386958,,67800,87978.07
20388958,,67811,88078.70
20390958,,67822,88174.65
20392958,,67819,88148.86
20394958,,67821,88169.90
20396958,,67820,88157.41
20398958,,67812,88088.43
20400958,,67809,88062.30
20402958,,67845,88375.78
20404958,,67845,88375.89
20406958,,67842,88348.99
20408958,,67834,88276.90
20410958,,67823,88182.61
20412958,,67823,88182.09
20414958,,67820,88160.59
20416958,,67820,88160.59
20418958,,67823,88187.94
20420958,,67825,88200.91
20422958,,67823,88183.32
20424958,,67832,88264.34
20426958,,67842,88349.10
20428958,,67820,88156.02
20430958,,67829,88238.30
20432958,,67841,88338.65
20434958,,67848,88400.84
20436958,,67865,88551.21
20438958,,67872,88613.67
20440958,,67868,88582.61
20442958,,67859,88504.16
20444958,,67859,88504.97
20446958,,67875,88647.85
20448958,,67854,88454.24
20450958,,67810,88065.49
20452958,,67783,87830.40
20454958,,67774,87748.82
20456958,,67738,87434.30
20458958,,67744,87490.49
20460958,,67743,87477.14
20462958,,67768,87703.02
20464958,,67753,87572.08
20466958,,67753,87565.96
20468958,,67730,87371.98
20470958,,67717,87252.98
20472958,,67750,87541.15
20474958,,67756,87595.14
20476958,,67756,87595.22
20478958,,67749,87537.23
20480958,,67747,87516.25
20482958,,67751,87555.35
20484958,,67757,87600.08
20486958,,67767,87694.28
20488958,,67770,87720.45
20490958,,67778,87784.34
20492958,,67780,87809.48
20494958,,67782,87822.91
20496958,,67773,87740.26
20498958,,67743,87485.45
20500958,,67744,87485.94
20502958,,67750,87546.86
20504958,,67750,87546.86
20506958,,67750,87546.86
20508958,,67749,87533.68
20510958,,67753,87567.68
20512958,,67765,87670.88
20514958,,67765,87670.72
20516958,,67775,87761.85
20518958,,67775,87758.84
20520958,,67774,87755.36
20522958,,67774,87752.87
20524958,,67779,87792.95
20526958,,67782,87819.70
20528958,,67782,87819.70
20530958,,67780,87806.33
20532958,,67773,87741.89
20534958,,67775,87757.90
20536958,,67775,87762.92
20538958,,67781,87814.37
20540958,,67783,87834.27
20542958,,67780,87807.54
20544958,,67788,87875.19
20546958,,67824,88195.24
20548958,,67808,88049.00
20550958,,67803,88008.77
20552958,,67801,87993.22
20554958,,67821,88169.11
20556958,,67821,88169.31
20558958,,67817,88129.68
20560958,,67823,88183.00
20562958,,67837,88308.33
20564958,,67839,88320.94
20566958,,67848,88405.27
20568958,,67860,88511.01
20570958,,67846,88389.05
20572958,,67860,88509.44
20574958,,67844,88373.49
20576958,,67830,88249.53
20578958,,67827,88222.65
20580958,,67868,88585.97
20582958,,67881,88694.56
20584958,,67859,88501.77
20586958,,67856,88474.77
20588958,,67847,88393.86
20590958,,67855,88464.12
20592958,,67867,88571.52
20594958,,67878,88672.61
20596958,,67870,88603.82
20598958,,67883,88712.97
20600958,,67884,88722.10
20602958,,67895,88823.26
20604958,,67910,88952.01
20606958,,67941,89228.02
20608958,,67937,89190.82
20610958,,67915,88998.93
20612958,,67919,89034.57
20614958,,67920,89046.28
20616958,,67933,89159.05
20618958,,67922,89059.15
20620958,,67867,88568.46
20622958,,67946,89272.52
20624958,,67892,88795.06
20626958,,67927,89108.46
20628958,,68002,89775.32
20630958,,68040,90119.34
20632958,,68033,90053.46
20634958,,68016,89901.70
20636958,,67990,89666.83
20638958,,67994,89703.38
20640958,,67990,89671.30
20642958,,67990,89664.81
20644958,,67975,89538.87
20646958,,67991,89676.05
20648958,,68017,89912.20
20650958,,68018,89916.88
20652958,,68016,89899.83
20654958,,68002,89781.09
20656958,,68004,89798.42
20658958,,68012,89862.71
20660958,,68012,89869.35
20662958,,68019,89931.35
20664958,,68023,89968.05
20666958,,68026,89992.46
20668958,,68022,89953.65
20670958,,68029,90016.20
20672958,,68010,89849.57
20674958,,68004,89798.11
20676958,,67998,89743.28
20678958,,68001,89766.77
20680958,,67990,89671.16
20682958,,67947,89282.98
20684958,,67953,89338.83
20686958,,67977,89548.62
20688958,,67969,89484.16
20690958,,67991,89676.07
20692958,,67982,89598.49
20694958,,67984,89612.65
20696958,,67978,89562.84
20698958,,67978,89563.32
20700958,,67978,89563.26
20702958,,68002,89772.46
20704958,,68003,89783.77
20706958,,68003,89783.77
20708958,,68018,89919.35
20710958,,68007,89818.59
20712958,,68008,89831.57
20714958,,68007,89825.24
20716958,,68017,89910.08
20718958,,68013,89872.57
20720958,,68011,89860.14
20722958,,68016,89905.29
20724958,,68012,89863.62
20726958,,68012,89863.62
20728958,,68010,89851.18
20730958,,68027,89997.34
20732958,,68029,90023.63
20734958,,68044,90158.88
20736958,,68044,90151.16
20738958,,68043,90147.36
20740958,,68044,90152.10
20742958,,68129,90927.11
20744958,,68118,90821.20
20746958,,68113,90779.11
20748958,,68117,90813.77
20750958,,68115,90797.26
20752958,,68111,90758.76
20754958,,68112,90767.77
20756958,,68118,90825.45
20758958,,68147,91089.60
20760958,,68138,91001.72
20762958,,68134,90966.21
20764958,,68138,91003.41
20766958,,68124,90881.27
20768958,,68123,90867.24
20770958,,68122,90859.09
20772958,,68114,90789.18
20774958,,68119,90829.90
20776958,,68123,90869.07
20778958,,68126,90896.36
20780958,,68127,90906.05
20782958,,68128,90916.28
20784958,,68122,90864.34
20786958,,68119,90835.38
20788958,,68112,90766.27
20790958,,68113,90779.39
20792958,,68119,90829.82
20794958,,68114,90789.46
20796958,,68124,90881.83
20798958,,68110,90751.62
20800958,,68127,90905.13
20802958,,68127,90905.19
20804958,,68134,90970.95
20806958,,68129,90921.58
20808958,,68119,90836.86
20810958,,68097,90630.75
20812958,,68111,90763.06
20814958,,68127,90904.86
20816958,,68144,91062.65
20818958,,68150,91119.08
20820958,,68144,91060.16
20822958,,68140,91024.95
20824958,,68164,91243.22
20826958,,68158,91187.13
20828958,,68198,91555.66
20830958,,68211,91668.46
20832958,,68263,92147.57
20834958,,68334,92810.44
20836958,,68294,92439.68
20838958,,68307,92560.43
20840958,,68311,92591.59
20842958,,68307,92559.06
20844958,,68265,92171.37
20846958,,68277,92280.39
20848958,,68273,92239.02
20850958,,68258,92104.10
20852958,,68262,92136.76
20854958,,68275,92264.63
20856958,,68269,92206.38
20858958,,68287,92367.80
20860958,,68265,92166.24
20862958,,68281,92320.02
20864958,,68296,92453.44
20866958,,68319,92664.43
20868958,,68321,92690.88
20870958,,68331,92776.29
20872958,,68325,92724.56
20874958,,68304,92528.05
20876958,,68298,92469.16
20878958,,68292,92417.35
20880958,,68270,92213.14
20882958,,68340,92866.11
20884958,,68380,93231.51
20886958,,68400,93421.60
20888958,,68382,93253.07
20890958,,68370,93144.27
20892958,,68437,93772.56
20894958,,68431,93716.31
20896958,,68457,93958.11
20898958,,68463,94007.61
20900958,,68467,94045.32
20902958,,68448,93868.70
20904958,,68428,93681.09
20906958,,68437,93764.90
20908958,,68454,93923.45
20910958,,68440,93800.37
20912958,,68431,93708.75
20914958,,68427,93670.63
20916958,,68402,93437.84
20918958,,68423,93640.50
20920958,,68429,93691.75
20922958,,68412,93534.82
20924958,,68398,93405.39
20926958,,68412,93534.97
20928958,,68414,93557.00
20930958,,68426,93664.78
20932958,,68419,93601.69
20934958,,68414,93557.07
20936958,,68401,93427.49
20938958,,68420,93605.42
20940958,,68398,93400.92
20942958,,68365,93092.12
20944958,,68376,93199.55
20946958,,68368,93119.95
20948958,,68387,93304.82
20950958,,68387,93301.14
20952958,,68397,93390.62
20954958,,68401,93435.42
20956958,,68411,93524.14
20958958,,68427,93674.67
20960958,,68421,93615.37
20962958,,68420,93606.86
20964958,,68410,93515.32
20966958,,68472,94098.18
20968958,,68416,93569.48
20970958,,68442,93812.69
20972958,,68384,93271.01
20974958,,68316,92635.73
20976958,,68301,92502.34
20978958,,68253,92059.74
20980958,,68226,91814.73
20982958,,68252,92046.90
20984958,,68261,92135.14
20986958,,68268,92197.12
20988958,,68295,92443.27
20990958,,68282,92324.38
20992958,,68400,93420.51
20994958,,68359,93035.68
20996958,,68367,93113.27
20998958,,68392,93345.37
21000958,,68407,93490.80
21002958,,68386,93289.43
21004958,,68324,92712.21
21006958,,68291,92413.36
21008958,,68296,92456.10
21010958,,68333,92794.95
21012958,,68339,92857.09
21014958,,68326,92731.85
21016958,,68321,92684.12
21018958,,68315,92634.48
21020958,,68319,92669.36
21022958,,68301,92503.49
21024958,,68327,92737.95
21026958,,68313,92615.84
21028958,,68326,92732.81
21030958,,68333,92797.51
21032958,,68324,92716.11
21034958,,68255,92073.73
21036958,,68212,91678.81
21038958,,68221,91767.84
21040958,,68235,91895.91
21042958,,68261,92134.85
21044958,,68250,92032.84
21046958,,68245,91983.49
21048958,,68231,91860.48
21050958,,68254,92063.50
21052958,,68194,91515.93
21054958,,68248,92016.53
21056958,,68164,91241.59
21058958,,68175,91341.94
21060958,,68159,91197.67
21062958,,68167,91265.97
21064958,,68198,91553.45
21066958,,68156,91174.08
21068958,,68155,91157.64
21070958,,68115,90792.57
21072958,,68153,91140.35
21074958,,68126,90894.02
21076958,,68153,91141.91
21078958,,68153,91141.85
21080958,,68141,91031.75
21082958,,68146,91080.32
21084958,,68160,91208.36
21086958,,68163,91230.48
21088958,,68156,91169.12
21090958,,68176,91352.44
21092958,,68196,91534.45
21094958,,68180,91393.36
21096958,,68151,91123.09
21098958,,68143,91051.08
21100958,,68137,90995.59
21102958,,68115,90792.66
21104958,,68143,91047.14
21106958,,68150,91110.88
21108958,,68124,90881.67
21110958,,68062,90312.73
21112958,,68007,89821.61
21114958,,68065,90342.91
21116958,,68084,90515.96
21118958,,68072,90406.83
21120958,,68064,90339.15
21122958,,68039,90108.69
21124958,,68033,90056.39
21126958,,68066,90356.20
21128958,,68042,90132.95
21130958,,68043,90141.09
21132958,,68006,89813.16
21134958,,68025,89980.61
21136958,,68022,89957.23
21138958,,68009,89839.26
21140958,,68018,89921.97
21142958,,68062,90320.61
21144958,,68068,90373.84
21146958,,68075,90438.35
21148958,,68112,90767.36
21150958,,68125,90891.03
21152958,,68148,91098.15
21154958,,68121,90849.55
21156958,,68134,90966.95
21158958,,68136,90983.60
21160958,,68083,90503.71
21162958,,68109,90742.38
21164958,,68124,90874.32
21166958,,68134,90966.66
21168958,,68129,90923.27
21170958,,68141,91033.76
21172958,,68137,90999.61
21174958,,68127,90910.29
21176958,,68144,91060.19
21178958,,68140,91023.78
21180958,,68117,90817.86
21182958,,68149,91102.31
21184958,,68118,90822.93
21186958,,68122,90858.98
21188958,,68132,90946.82
21190958,,68117,90817.72
21192958,,68122,90858.92
21194958,,68111,90762.34
21196958,,68120,90844.28
21198958,,68124,90881.49
21200958,,68121,90846.91
21202958,,68093,90594.74
21204958,,68067,90362.12
21206958,,68022,89956.07
21208958,,68044,90150.03
21210958,,68051,90219.68
21212958,,68059,90286.53
21214958,,68071,90401.66
21216958,,68061,90308.68
21218958,,68041,90128.50
21220958,,68050,90212.67
21222958,,68085,90522.23
21224958,,68054,90246.57
21226958,,68040,90121.36
21228958,,68037,90088.89
21230958,,68148,91100.82
21232958,,68169,91292.99
21234958,,68178,91369.86
21236958,,68138,91010.32
21238958,,68159,91197.64
21240958,,68091,90580.41
21242958,,68082,90499.37
21244958,,68054,90247.66
21246958,,68053,90239.23
21248958,,68046,90175.01
21250958,,68052,90224.44
21252958,,68060,90303.12
21254958,,68063,90329.30
21256958,,68076,90442.18
21258958,,68076,90442.18
21260958,,68076,90442.14
21262958,,68069,90380.47
21264958,,68069,90380.47
21266958,,68076,90442.20
21268958,,68076,90442.20
21270958,,68075,90437.43
21272958,,68069,90384.29
21274958,,68069,90384.35
21276958,,68067,90365.30
21278958,,68057,90273.72
21280958,,68066,90351.73
21282958,,68066,90351.67
21284958,,68059,90292.03
21286958,,68065,90343.97
21288958,,68069,90378.88
21290958,,68076,90439.66
21292958,,68075,90438.63
21294958,,68075,90438.73
21296958,,68080,90482.31
21298958,,68082,90500.68
21300958,,68086,90536.77
21302958,,68086,90536.77
21304958,,68084,90517.60
21306958,,68081,90485.77
21308958,,68081,90485.89
21310958,,68081,90485.89
21312958,,68071,90398.11
21314958,,68071,90398.11
21316958,,68071,90398.11
21318958,,68078,90458.51
21320958,,68078,90458.56
21322958,,68078,90458.42
21324958,,68069,90381.31
21326958,,68067,90362.84
21328958,,68067,90362.84
21330958,,68067,90362.84
21332958,,68067,90362.84
21334958,,68067,90362.77
21336958,,68065,90344.52
21338958,,68065,90344.59
21340958,,68059,90289.88
21342958,,68063,90326.72
21344958,,68061,90309.39
21346958,,68061,90307.29
21348958,,68069,90377.47
21350958,,68069,90377.41
21352958,,68069,90377.47
21354958,,68069,90377.47
