block,tx_hash,log_index,event,sender,owner,tickLower,tickUpper,liquidity,amount0,amount1
26583088,0x2afc585e777fb5a0e325ea133e5b18022db3a7c10172fa913762fb7172f71112,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65200,65210,76766242836762,0,999899553497
26583109,0xbe05d890fbe9a452d20209a8fe494294e73ba95a06314f6af93a2fc7a541ca0f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65690,65700,76808510272012,1438401609,0
26583119,0x0255d816c98b7edb6bd9409db1c378b0d2b704dbfedea9eed462dc5e3efbc4ac,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65530,66530,346269240334,637757967,0
26583476,0xf0f27cb151ef210a80397339e8cfdc5430a361b7a574f553ba8dc54d9ca01db8,14,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64380,65380,488054707967,0,625522436822
26583713,0x8632407ed38c1c26f761e53ecbf821355b6523bcdc997ff3fa99dd238631cebb,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64350,65350,488787302707,0,625522436820
26583760,0x3afa2688a891efd94ea642233272c749c5001e69f27df8bb7295f8c97cc44b7f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65140,65150,76996875810233,0,999899553496
26583906,0x4a7f84bc5b762cc730f4285f71cf236da87423ea9afc7f504750fea9172d2ce4,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65420,65430,2960441246,56194,0
26586004,0x5271544dbd2e01d42943beb5ebadecb3a40d0b8b85173d06111ab53640b618f6,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65200,65210,76766242836609,0,999899553495
26586239,0x4fcb6b7614aec0e09e9cb3abf41938e590013af33e2be6bac230ad53bd3049a3,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65550,66550,346615664894,637757966,0
26586353,0xe4656d025ff1ff7eb8b3a98745671a5df2d3931e18adc30a5ddcae752930acb5,25,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65580,66580,347135951951,637757965,0
26586396,0xc8a947c5de4b207e1f17f070ac9c5eeec40e0f63981e5636039f56c48f6fbd48,13,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65610,66610,347657019985,637757964,0
26586424,0x0ec8cbcdf82a000fe0d5f409fbd748e4ddee1761332d9e1dd355305e129caa13,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64470,65470,485863505241,0,625522436820
26586445,0x11c0c970ddba473f39a9544b1ee9c0bf9a477b3d0c2bb7c28bd10ffa99b9bed5,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65760,65770,76563126961949,1428796988,0
26586469,0xfcc1f9691d9da362cbaedf90441a57ec2f3d3271c9cb66a97c381b55c77b792f,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65260,65270,76536300690605,0,999899553494
26586610,0x806fb8fd90401ba5caf8443ef11f18b8f7f5b2898e587dadc4875f342822a34b,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65500,65510,2950614885,0,39013302
26586666,0xdc5a708f445443b1055ab871e93eb34a709e43a1551439c3978fdd2e8a7cea8f,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65260,65270,76536300690528,0,999899553493
26587169,0x8f4fb3593e9a04ec391587f244ff4ac4414d12a3343667fa658e403da1ccbfb6,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65630,66630,348004832946,637757963,0
26587506,0xa1d272b06771beede169c2463aab957541d11ab51bd8ce74e694146f0ad9048a,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65510,65520,2949845078,0,39022629
26588512,0x55d267fa9d78e9ac3052fe3306777d3d26f79eea0fc67928830f4bd87e6508b2,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64860,66120,1687525593,1888379,1446905396
26588883,0x444b639a17e1b8378acd83366bdfb3690cfa320df6eeda819c5c15c05a2884a5,3,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64440,65440,486592810876,0,625522436819
26589306,0xd851817099e33c6fa142e3069a465ff723d73ca198821ce73a8b14d79a57b693,28,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65500,65510,2950937095,55790,0
26590193,0x7bd52ec4fe8c229344cdfb1ec866cbda8e4ee763411329415ab8d71f625a34be,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65570,66570,346962434401,637757962,0
26590193,0x060e9e307ec0518d91c789cf50be7c04f769e885983451ddfd842ede7a7a1018,6,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1361853291,51542008,35983161289
26590193,0x4bd8486739b202236c6fdfd5d967c17c2e7655ecd981ab2c73b8d199c48381d3,28,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64440,65440,486592810875,0,625522436818
26590210,0xff057801ad66a734e5e8067150e7f301d8b7081b1ecd6ab7155d05e7a3837a11,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65490,65500,2950043608,55801,0
26590372,0xfb6f2baccbe0904168a0e5f7634a1e1d9af6fbf4cf258866703edb300426257f,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65600,66600,347483241976,637757961,0
26590761,0xdc9ccf4b20203950b91c9cabc36e455f06c83f1f5cdd49036d15ecc5f61deb66,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65620,66620,347830881082,637757960,0
26591106,0x507eb1c3df352347b050f1cadba6683bedacc95537f9423c46009b9246b33c7d,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65510,65520,2947758479,0,38995026
26591118,0x6990fc8da8c59edc0d0400689cb4ffa3ffab91ab1c8f2a1065c7c8b2190a2bfe,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65770,65780,76501903988668,1426940851,0
26591124,0x5db3815429138e5d142a06b86c7a8bbaba81e9642990f98a2c4abec16a51af29,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65270,65280,76498044017874,0,999899553492
26592194,0xcc522f72ab0397a4262c42f03b76960dfc059bf28605d6e00424c2be022ed058,13,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64680,66300,1318431010,1886302,1448444228
26592218,0x48ed6aaefbba4e7e589457dbae2ec083c224ea4b66c0a625c359fedb92b395ba,18,Mint,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,-887270,887270,809878235,30589740,21441920426
26592218,0x48ed6aaefbba4e7e589457dbae2ec083c224ea4b66c0a625c359fedb92b395ba,21,Mint,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,63720,67330,84585973475,275307653,193521883482
26592218,0x48ed6aaefbba4e7e589457dbae2ec083c224ea4b66c0a625c359fedb92b395ba,23,Mint,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,64740,65520,37558316376,0,38017696602
26592605,0x5261f63987fae4ca5d85773e1c529aa1336269b60bfbaa294040eefe1310cfd3,3,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65380,65520,270853939,0,50000000
26592905,0x150f88b59c358c4746ae9dbf128b7006f0c492e559ae6a0802090ecc592213f2,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65520,65530,2946800557,0,39001849
26595616,0x306c4f2e076d6aa66064374b7bf0a68596554c4b14a9779a31fbcc3a0ee960a4,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65510,65520,2946803327,55684,0
26596907,0x0104509caad14cf769afaec09b9a6d44432da97d5fabd908a6332daf729a9263,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65710,65720,76770117498542,1436245731,0
26596907,0x50eb8819798d881dc7553eac23442f830da615b8eb7871ca5443f1fce3fc6b51,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65210,65220,76727871227134,0,999899553491
26597410,0x7610979343881428b6f1edd65e61611b02b3f50543aa291cc3622e0ef54caa4e,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65480,65490,2942280975,55682,0
26598304,0x976e6b896daac832fa6ec15bc405ef6acdd300f941606faefb25ff68f90bfb4e,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65470,65480,2940704647,55680,0
26598449,0xf413b5e697fe01003cc9dc77f173a1ca81a3352542704c3c66ab231511a52563,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64410,65410,487323211235,0,625522436817
26599216,0xa9eff911bbb0f3a764132e6fb8fa0317758eff03d33a848a22a42e8626c01a9f,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65450,65460,2937660036,55678,0
26599484,0x3efc29c007f9aa60478c1cac39929c9854c148bbbf815ae5a4096dec6154e1c2,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64860,66000,1861908606,1895173,1441086186
26600105,0xd284c26200406c54495f5d00378b99e9bf57bc4330c2f9988b5f05c973e909fe,12,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65460,65470,2937312326,0,38759821
26601010,0x1187dd1c5fd0b5969e85ef4b4b7ef75eeb3430bc9bae716ffc194aaf3da9714b,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65480,65490,2934376477,0,38759819
26601080,0xa6ada236d79e6b3507a59a3e8965b515290e6df9dff0c3559c309c6310603a18,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65760,65770,76586098199058,1429225670,0
26601905,0x89827ef913fb11da84e9017bce396e4d550c57ed4c33cc03fffae1e232b2d476,19,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65500,65510,2931443562,0,38759817
26602816,0xa11be9e3266a46f424cfb2c2b9fd7ebed5fd7d6138eb714b4f8cebc0fce946a3,19,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65520,65530,2928513579,0,38759815
26603149,0xf7f5fac6a38074417310a66f1708b74b727fa14eb0f05b283443d7bb3fc9bc08,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64560,66480,1113118776,1921249,1415506317
26603450,0x06ca4f6ebad01b86eb5e11e5fd369292db3520c1bbe38e555ffc04aee2364d3c,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65780,65790,76471312049249,1425657268,0
26603450,0x4ebfc806a0d0eea8b524e7147b18d2ed9d71064701a4a4bae04b464d3acc289a,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65280,65290,76459806467741,0,999899553490
26605506,0xa1232dae6956fabe5dc073bf217e3f4e9fb63b0f4fec9054c539e89dc33d8e68,20,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65500,65510,2927082056,55339,0
26606831,0x45f92b21b440d9b6920fee95bdd86ffa8510d8a6480a513e04eb8ab6efa660a8,15,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65600,66600,347483240887,637757959,0
26606831,0xb6f39b2fa70dcbb4ab54219b41cf1be06da08cc1e391f0cc07a1f110e1c25ccf,28,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64470,65470,485863505238,0,625522436816
26606832,0x4aea533345e6015a4782c92c617ae9d2eb9202adaa7d6ccb828f6a69c53dac79,10,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1361880125,51468742,36035803540
26607175,0x39da2753e833d8f63487fa54e55c705c26326d94e5de0402cbf928c29bf75319,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65630,66630,348004830218,637757958,0
26607304,0x27b7b3556f091dda0c38be0fa7ca209f9e3ff4a1d3d58d3d5276dd00b094e845,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65520,65530,2925004257,0,38713368
26608290,0xe36299913e2c90eb5950c0bca1f414c294ddc1ebcb4c372241740f0b4c2a2073,2,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65770,65780,76547817756243,1427797251,0
26610419,0x4689b0794792451ddc559a816ea891238f6ba21b215a8ec363d9c05324ae76d0,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64740,66240,1420057292,1904530,1432300451
26610904,0x9dcb77eb8dccbeaa562caed5e1dabbb76dd1c66988793d04a3a147a6f3682800,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65510,65520,2926640766,55303,0
26611644,0xa61fef0026b67f7ddf551a64ea3b36fde552763c292f6d69d306ec519b31362f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65590,66590,347309550287,637757957,0
26611644,0x747177a1925c87dc25dd3b69abfe52f05943f8122fb775c3633eaf0d6f34411a,6,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1361856135,51461851,36039359206
26611644,0xb8a3b9fa02857bb9a404fb7da5bdf02b43e29c724fcee56d6ca641b3e3efb3cb,15,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64470,65470,485863505237,0,625522436815
26612704,0xf99f196f1007384ed37346b136d6129c86a1639dcbc9a9606f35be461dddca2b,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65500,65510,2926341545,55325,0
26613079,0xa02f8f2388f194cb791eb42eed8cba183cf5658a97572707a272da24bbc00f5c,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65740,65750,76639725712096,1431657320,0
26613082,0x14cfd36d73e0171363826799a6cd4400c90f9cf090f2996d3c7209fcb7a0691f,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65240,65250,76612871441434,0,999899553489
26613127,0xd452e7e48b7784771642d80592c6d0af525c766022631fb06d7ef5a9c31b82c0,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64440,65440,486592810872,0,625522436814
26613847,0xe45420c42b94d85789c49351c51fb3093fa4e1ab6a9414739fabc22a580b8702,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65620,66620,347830878901,637757956,0
26614066,0x4194f0eb7d95170768084b917b8d121e4ebca8a7211536a63da8dd1d1dca1d6b,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64920,66120,1769728120,1930857,1415938834
26614505,0xb622aa4a672765ef245803ce8332b98238e56638c31c58768b1e15eddc4366f1,21,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65520,65530,2924420365,0,38705640
26614744,0xd21eae3d0ebd22cb6b9129eaeaea137017f11021a8f34dbaf369772500b66914,29,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65650,66650,348352990053,637757955,0
26614791,0x4fae1905c8db6dae13eafee7ec5413e34434ee228399c70f39d55f88bd480d46,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65300,65310,76383388697199,0,999899553488
26614791,0x52cfca45b0fcb16c36c080e9ecf5c52b266666609124dee9e8183d8d1c9eda9e,4,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65800,65810,76371968907321,1422382188,0
26615308,0xbe4458a8c860782f12b4d8e608d7869d1d22fef435041a6faea2374368b5aae5,13,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65540,887270,106,4,2
26615308,0xbe4458a8c860782f12b4d8e608d7869d1d22fef435041a6faea2374368b5aae5,15,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60440,65540,9306,0,55489
26615408,0xc3d3e6dd69f85b7c9276da930c9f913c9f9e2e851f453a6e39851ef5163cf52d,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65540,65550,2921497402,0,38705638
26616304,0x325912c6de555e588c5088eccb90662cf55bbc7e378f7d0deb34682f9d6a64e3,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65550,65560,2920036940,0,38705636
26617315,0xef346302c9de8eb2045c13322c774ab870c3162a71aee1d3ae6c20c58fec430f,42,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64490,65490,485377908848,0,625522436812
26617315,0x0b06938a031618cdcbc8fbca47e9171241fc79dd55d3d2f7c01636fcbe0b22b0,51,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65620,66620,347830877810,637757954,0
26617316,0x758d39a77811e24cf29a3e47d95c7998a413fc282ae11698d44c01c3f5c9e281,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1361873328,51404891,36080204150
26617521,0xbc002c49ba92f584be8919e82a512eee35570788f08e21d74106155d5ea408ed,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65640,66640,348178864707,637757953,0
26617836,0x8521a03f8f0948c4d4d3590f1b7345db345c5d1b4b2e58bb085ed6a3c40965ea,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65670,66670,348701498204,637757952,0
26617954,0xedfadcd6d8ec980340daf9fed813312c4a93d2e942bf41d9b181e678f62a59a3,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65690,66690,349050356112,637757951,0
26618040,0xdd52b51ff473bd79267c7d4bcc1e05b0d071464c71340b8d4aa1fb26d3f9a73b,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65710,66710,349399563035,637757950,0
26618049,0x3045cbcc99e7fc0613e2973ac849f04f1946f3b29089fd636be68c9e275a7522,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65860,65870,76166051849477,1414298054,0
26618106,0x22725c96359e6043389ef893b7d5f9fd3fd7aca74f7ff275ca269cf6a82acd3a,18,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65730,66730,349749119321,637757949,0
26618129,0xc193b3145cef61038e12bf088efcb1eff5feb6c91cbf757bc1598318549cfc0e,24,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65770,66770,350449281933,637757948,0
26618132,0x54b791d325111c5e1cd4ff2660b58ba0f16ee450f4a5173b9046c74f07301be6,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64620,65620,482233340584,0,625522436812
26618134,0x269af670a227cf89cfecee4389ed40532925ccaab94414df045dd90d2b975f4f,7,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65410,65420,75964454131733,0,999899553487
26618186,0xb09183a742f4729f21712925e049837780cdeedc8eeca2a050fcddd822e0e209,5,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65920,65930,75953095796906,1406119275,0
26618227,0x008eb335d99b579b4f9fdcbc1a132703fa421b985c9ed6ae0ac1ca8b4c7de1eb,14,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65790,66790,350799888409,637757947,0
26619009,0x422014688097e54e7d659225f21c2491dde83ff292c90ec970cc1ca11f2e9355,12,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65670,65680,2903311255,0,38715520
26619053,0x8b4e99bb66e28166825ff0a5d23e4253de8889a9816b7649a0c1c873b15d2697,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65820,66820,351326456190,637757946,0
26620099,0x31ee869cc9005d5e852fe33efbd0565005701a5d38f965926634570651ee1acb,3,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65690,65830,1094874700,286123,0
26620134,0xed21576060253ffebca86c2b28d007277ff6aedeeea63cfe16f42288b6954462,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65920,65930,75907539904700,1405275899,0
26620186,0xd222c6667b23e9577d14d7d66109e2d4a9c81d557f2cb87ba4501963bd5e5a01,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65410,65420,75964454131657,0,999899553486
26620208,0x96bfd522b2b41295e8f8653c158315ffbf04cbdf654220e903a28ef187e97d20,3,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65280,65430,254000515,0,50000000
26621385,0x3ef2295a6bace67ac39192cf7e1699de51d972f4be3b97ef69c737e5d451ebb3,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64740,66600,1149404412,1887260,1443151965
26621705,0xd6cd8a07771282b23e4bd472e5d20cbe494929840775430a19909eaa2828cfd4,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65690,65700,2901143941,0,38725323
26623024,0x03f6f4c3dc5612bf8970fd1ac004d5178e3236274567abc0faa68e327a0141ed,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65410,65420,75964454131581,0,999899553485
26624057,0xf14184a26068bfd8a1aef10e15bb53a13cc1e69e41e85d99198cbba1c1fb3b60,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65950,65960,75854425900052,1402187845,0
26624058,0x27d8636ebb9231d81393228b0330da3d7bdb9f111d821e7ad15bf9ba3b094d44,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65450,65460,75812684684752,0,999899554184
26625045,0xa965ed0859d88736226db0138a69d2d8ce9b6086c87efb8531e49e7dcd22950c,12,Mint,0x5977767ef6324864f170318681eccb82315f8761,0x5977767ef6324864f170318681eccb82315f8761,64980,66360,1540393829,1901695,1433570654
26626209,0xa4165bd12ef4fc5f223023118f3c56e34c3f4ffffa2c041e39b74361ab895c9b,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65680,65690,2902519905,54383,0
26626468,0xdf6a2cbbddbbd761d14ced34a4b723d46d1b7a6a13e217f13c610a9a029514a8,13,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65660,887270,79,3,2
26626468,0xdf6a2cbbddbbd761d14ced34a4b723d46d1b7a6a13e217f13c610a9a029514a8,15,Mint,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60560,65660,9252,0,55499
26627041,0xf0af4fb9564ab984f1c7fa7389684f6a69340bc5824b5d3dbf3f75d970063c1a,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65390,65400,76040452885378,0,999899554886
26627105,0x1840b03219952dc107b80f7475cf52eaa74e00ddfe34251e7bd8ff1b3de70eba,8,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65650,65660,2898063022,54381,0
26627168,0x4181fd4da335cfacbf5e0f40472843cdd655177c0a0483ddcd4fd1203c800719,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,64590,65590,482957197158,0,625522436810
26628015,0x4eac2d24e8109d0be71d22a91e35aeb1647d68c7225601d0669343f8804068dc,9,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65640,65650,2896561160,54380,0
26628068,0x84e9ea7901c3b5c849621c196c505ca8bf5c707b6ae740602067ceb8684387f9,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65880,65890,76082319407275,1411331292,0
26628158,0x420e259df81d4f35b04723e6a56fb0866a619642729c3b1850097ebfad72244b,1,Mint,0x2659c6085d26144117d904c46b48b6d180393d27,0x2659c6085d26144117d904c46b48b6d180393d27,65390,65400,76040452885302,0,999899554885
