block,tx_hash,log_index,event,owner,tickLower,tickUpper,liquidity,amount0,amount1
25863907,0x60f4e27c9b09751ce98ec03a34ab745b70c11bf5d3a1faae7dffabc01a711a71,15,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65200,65210,4200263435,0,54709483
25864072,0xdce39249f33d066e5833777ab920329216bdf6035509e8d39a6d605fda1dc22a,7,Burn,0x5977767ef6324864f170318681eccb82315f8761,63900,66240,890148294,1617208,1536895248
25866612,0x9d7cd67750e9aedfe36180c0e8e21c647d17ca50e95f44eedc8d47309d8c9e51,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65250,65260,4192708368,0,54747768
25867261,0xfdae32760caba2a9b816a2bc749424d96a216de441adfaa5911e8a89de965362,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65370,66370,343510430056,637758254,0
25867508,0x261d48edfe2995d9494b4d840f5222d619f20355394c4104beb4c5aba8c529b3,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65260,65270,4192491797,0,54772318
25867602,0xe1043596b309b58c203aa6bf28631b5c5c76ef11d513cf3b455001bed0bc20ca,4,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65400,66400,344026056004,637758253,0
25867620,0xa4f4a7b7ad7e400c413624034a72c593c0270960f1921323712f9d1a960e574f,15,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65430,66430,344542455932,637758252,0
25867622,0xc4a7e70ce3425e886962aac5441f9795b40df5c698c7c6be1d8cbd6c07122d34,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64180,65180,495108403580,0,628249216377
25867693,0xbb9b69495749f1b8b969f4fa6642785abb8876669826167881bdab01c2b46021,24,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65460,66460,345059631001,637758251,0
25868308,0xaca87c8c78b566d29549628ec7ee8df55ebc63c3a7cdd798fe8e74960c96eee3,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65480,66480,345404845408,637758250,0
25868419,0xe7418622bfe5ce172f1c4deeb97378bcffc2dc17bb16c6df2a95a57998f9bc95,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65290,65300,4186207935,0,54772316
25870210,0xafb755a67befab4a311c61c9f8cef036b8c9e5065f37398cc4b9cdaf7c6eeb99,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65380,65390,4167413106,79262,0
25870862,0x24a180427d70f920553a9e9d595668c2edbc87d53fdcba63ff7bd1c9807cabb0,4,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65500,66500,345750405185,637758249,0
25870973,0x883f7fdba937c3a6d90ef5c85918a771be0324c736bdf0ac2f5c049916758166,32,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65520,66520,346096310677,637758248,0
25871108,0x37295ae2bef8e4608db1e0ad07e6c5947610aa5b90cef1c7c887ee37d08349fc,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65370,65380,4167713102,0,54748877
25871159,0x24c07a2e8493bd748a25ae6d1de9acfe18d980a419c2c56fea26de9b5b0b7c81,29,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65540,66540,346442562229,637758247,0
25871162,0xe7f581fc4585dd5e88558b89b6c5b1e8a11139cc4db1c5be10f7baf0cba21291,22,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64300,65300,492146794946,0,628249216376
25871172,0xf49a9e2d6081c31010bc08b59781b4c962486eeeb2a371bc5a6c4641689e345c,36,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65580,66580,347136105445,637758246,0
25871305,0x294b13facc79b27736652b3279e72fce57ddf4f0417f62a58404a9ad2dd9045d,108,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65610,66610,347657173709,637758245,0
25871393,0x867690747f43d8e3692eecfddd5922b45001d33aabc0b591dbc7d47623694d54,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,64560,65940,1484484548,1156846,1847283148
25871451,0x193c764edc0d88437187c62d5c074eb17f85b02c5ffda8f70af74333fbc8bc94,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65640,66640,348179024122,637758244,0
25871492,0xe9f924026b1e7609847e68df71ce1532e3ca9f133575819f299ca0abede8708b,2,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,64600,69960,0,0,0
25871492,0xe9f924026b1e7609847e68df71ce1532e3ca9f133575819f299ca0abede8708b,3,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,-887270,64600,0,0,0
25871492,0xe9f924026b1e7609847e68df71ce1532e3ca9f133575819f299ca0abede8708b,4,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,64600,69960,13638,102,16473
25871492,0xe9f924026b1e7609847e68df71ce1532e3ca9f133575819f299ca0abede8708b,8,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,-887270,64600,208,0,5257
25871748,0x3ac3171e2deb48faa774b85df41855b2f5bda6b9456155aaecac96269432f444,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65660,66660,348527359322,637758243,0
25871843,0x4017e890392b396fbb5293bb92f6995abdb88f673802097c0060bb94be0c3d19,22,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65680,66680,348876043014,637758242,0
25871877,0xa4e2d212793e2626321bef46adc0a924b5f7c91bad95f7c1e008f19e5cf31fcd,1,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64430,65430,488958373791,0,628249216376
25871943,0xbf97cf65adea1f5f114d8f4296483211e1e78f7b118de679b896de4747fabab7,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63410,65660,0,0,0
25871943,0xbf97cf65adea1f5f114d8f4296483211e1e78f7b118de679b896de4747fabab7,5,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63410,65660,0,0,0
25871943,0xbf97cf65adea1f5f114d8f4296483211e1e78f7b118de679b896de4747fabab7,10,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63410,65660,0,0,0
25871997,0x5fbb87343c93cf4d2fe864d6566685a0520b58c85c88faa8c6354157df44a9c1,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63410,65660,7597149322,889717,20912708710
25872018,0xb5cf3ebd6f7cb972f8e10ec291c2893dbf2a1611b3554513391dfc62e8965516,15,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65430,65440,4156632268,0,54767362
25872019,0xe4673f1fcc697ce4053f4dec53f48c0d6467efedb686a5734f6ae18eee2a447f,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63410,65660,3917948432,459081,10784783973
25872051,0xa7668e64a827223242c42175c7be3001f26d30688cfbc20a9281ee5eb861b5aa,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63410,65660,21584451,2530,59413719
25872649,0xb80dba5798f7017065ee71ef215ab223495f9044b9db4e5d0b54d0efc1463ac8,8,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65610,0,0,0
25872993,0x5b917848ac12043349385f090b39d836e932e822177c2f097f8747311579a36e,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65610,0,0,0
25872993,0x5b917848ac12043349385f090b39d836e932e822177c2f097f8747311579a36e,17,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64080,65610,824572962,0,1614342125
25873039,0x320c1cae09de52363d5083b856cf4d864c28c9042b0b5ff8b0a20cdbf8211111,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65720,66720,349574457814,637758241,0
25873052,0x0ea65eb0fe1bab51600cf9279c167abb453ebe24f166ee1599ec241a942db6ae,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65740,66740,349924189074,637758240,0
25873132,0x969107384e0ef06eacc33ad9f607d76a580001e8f838393f02784e66200b28f5,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65300,65590,800113597,0,305879809
25873147,0xaf5e2b81e6519324308cbe65fa4e1b4f3000bd198cf4eba94e08b7ab1832c18f,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64410,65940,0,0,0
25873812,0x446dd76d29a3a8634852bcfeff1c47bc88086d784f0e441ae7753f2b57d3a155,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65580,65590,4125575536,0,54767360
25874235,0x93d49c0a2e5a9dadc5293fcfbd3d44a6703808d6a295d6ff622e6caa63e69840,27,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65770,66770,350449442387,637758239,0
25874708,0x52b982a05d166d0000debce509e3276554a7768242c9d6f06b2787d22ac76fa1,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65630,65640,4116669009,0,54785912
25874921,0xe93dc863f989742fe49c87944332ea83ae1ddd0a569248c4899cf84db9c3675b,1,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65250,887270,0,0,0
25874921,0xe93dc863f989742fe49c87944332ea83ae1ddd0a569248c4899cf84db9c3675b,2,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60140,65250,0,0,0
25874921,0xe93dc863f989742fe49c87944332ea83ae1ddd0a569248c4899cf84db9c3675b,3,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65250,887270,182,6,108
25874921,0xe93dc863f989742fe49c87944332ea83ae1ddd0a569248c4899cf84db9c3675b,7,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60140,65250,12558,0,73927
25875053,0x0ab280e3001fa1c3193f73d8c957e80ba53f8b44ea9ea1538a0d7d449e7d280e,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,64500,66420,1066296054,1406896,1661685659
25877410,0x0b55d1d44d279bc5c05c194ce3cd67796e3da33e6b290b9ced33459d1bf3be40,1,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65690,65700,4104337974,76862,0
25878307,0xf72030de975c5baf66c21b0a96c094dc7b2a6da0a97c8f195050a0a11bf34ebb,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65680,65690,4104987100,76912,0
25878723,0x2a34c2bfc08417faccfa84c27e002a08538037e1e5d1694ac53eca667bb8e441,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,65040,66360,1549710657,1985871,1270594723
25879218,0xce6e5fd25f5d5440186b2e7646640913417ef499f33c9b9382cb977046f0602b,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65670,65680,4102828532,76910,0
25879761,0xc919db03df6586700e16a3fd5f24821199777814382e9a91b935a879cc601e99,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65130,65430,764858894,0,299999999
25879806,0x1886c07f51e7872b8a322b88d23c5c78894b627e8331c1212762353fda138fa6,1,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64820,65130,726507345,0,289999999
25881011,0x4d3f40c920cabca76ffd7d9282ece69cfa06477a9d5f71415c25e62d25b13934,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65660,65670,4100671096,76908,0
25881370,0x89a44b1c7b5de9db14c67759f3d99bda8ce76ec817d42c5c0cd0f139beca6b9b,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65810,66810,351151006975,637758238,0
25881908,0x75b3847a18e124a2bfd98cf170f86df8492a2e4c982d49abd63632b8eeed462c,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65650,65660,4100006963,76934,0
25882372,0x864131d38e56b537a3d66714a7cd70288257aea79ed6323b253c4a55243ade40,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,64800,66480,1223546835,1947101,1299431277
25882426,0x76c78c09643d9a92a7281b5875887765580bc0f59fab081cbe438600138c9d41,7,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65700,66700,349225073355,637758237,0
25883210,0xe8f7c0b4b628688e0c86e6f469736ce2270bbcf7119aaf3023726b2708882568,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362546538,51241515,36231033541
25883709,0x4f33132662897374f08db32c0551c34b16835fba08ca748cc8b491d140f319b8,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65620,65630,4093755445,76932,0
25884576,0xe528d774a93d8a9825d5526044a19bd54769e4f13d428045e33fc2950e1183b0,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64550,65550,486033553022,0,628249216374
25884612,0xc6ef85291340cfba55a93ea48463f49dde4a1e3988a5e9e19a158ec02b42c264,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65610,65620,4092187850,76941,0
25885458,0x31c4244b2025f3e1cf40b9566e9851cd30c5e8eb9cb3c82ef8c8623bccb77acc,4,Burn,0x5977767ef6324864f170318681eccb82315f8761,65220,66000,0,0,0
25886030,0xc356f32ba6765fc475bf9c1c92afb99a6f16045746deddf1e90ba826068437c4,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,65220,66000,2591460640,1836268,1362915609
25886255,0xb782ebefa6c56cfda256408ca5c6cbe7ec2afd861a3496bd528c64ff7a0d6636,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65720,66720,349574455073,637758236,0
25886419,0x5d734e5932067be0ea6256b51d8919fd45740495da8ce7c81ad1d08a52245cd0,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65570,65580,4083905903,0,54187094
25886794,0x6190a670d0e015d6158e30138b27e1e9f068f3646aa66129728319e767b329b6,9,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65750,66750,350099183419,637758235,0
25886861,0xd9c8495d7d5c0768f57b54f3502608ff445921f1b6ccc796eaf9e977b338decd,2,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,65530,887270,0,0,0
25886861,0xd9c8495d7d5c0768f57b54f3502608ff445921f1b6ccc796eaf9e977b338decd,3,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,63710,65530,0,0,0
25886861,0xd9c8495d7d5c0768f57b54f3502608ff445921f1b6ccc796eaf9e977b338decd,4,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,65530,887270,2701,101,464
25886861,0xd9c8495d7d5c0768f57b54f3502608ff445921f1b6ccc796eaf9e977b338decd,8,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,63710,65530,9468,0,21805
25887309,0x80578c9660a70507e95dfd151660ec3f2a7f7b18c82580247a0ce10ea9abef82,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65620,65630,4076753743,0,54227588
25889106,0x11b4affa16c7fd72186f2ddcc75cc4ca762acf306c1ac92352ed6950d68d1239,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65640,65650,4072679081,0,54227586
25889686,0xb9b1d54160227848908e53c96fd89135dcfc14f7a5050d55c90b2cf80c232934,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,65040,66180,1797209315,1733959,1459605053
25890429,0x94a5db733f56761f5668814bacc970a2ae58b5949df86c106ae3f431094cb4c2,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64520,65520,486763113908,0,628249216374
25890844,0xb6643bbeaaefed58582b94f40551ddeada36e422a930df8e6a442a3cb4170267,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65780,66780,350624699408,637758234,0
25890906,0x5b0d9b0e88c7736ec75ec8dd98c1f6c6951994c88c2b545945a86f06e4a8f14b,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65650,65660,4071531157,0,54239413
25891002,0xcf5fd19a616bba82998638d09573690e352b7f0f35ed75f323aedaf4fd174385,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65810,66810,351151004222,637758233,0
25891858,0xe8828dab2627c0730403abbe42038e8462c17c766f718c420001c811ab410e1f,22,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65840,66840,351678099045,637758232,0
25891892,0x875cbe0794ac13dc644bdf6d7907e7e46337b533b737bcbee1eca9053ca17ee6,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65870,66870,352205985064,637758231,0
25891936,0xfb3f11654e5fc3c6994544fee2893d7cd4d6800b494d4966e40cf432ff72ce23,34,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65900,66900,352734663465,637758230,0
25892195,0x1188ddb5ae51dbc8a7cbacd3ce903f9b0dd8510b962800cb14d2b4f5eefbbf0d,21,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65930,66930,353264135438,637758229,0
25892278,0xa1a2c8ce55a20875c71e7337271d5c14e71517de6b3740dfe41aa643d286fa89,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65810,66810,351151001469,637758228,0
25892706,0x8fcd4529da8e239f94763b1e87e47a8bef63f6177ffec7e50cf60688f363c549,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65690,65700,4063532760,76098,0
25892745,0xfd311f6c64d46e2f6d43935b7614ee787bb257f0689dd1d7907e1046e6027428,18,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64640,65640,483851424608,0,628249216373
25893289,0xaf9c98d95486f4fdcff16c1a2ea3f4616f576f5b29c696b974325fbaeb7aeda5,70,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65840,66840,351678096288,637758227,0
25893289,0xed9804a660296681224a262a79bbb607fc2734fc80461dc7a788fde6150b562f,84,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362852023,51038615,36391379948
25893290,0xd63746e5fc0025e2e3f5e78d7d3fe6078b0ba22b287350e9166d744e800db20f,3,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64610,65610,484577710008,0,628249216371
25893362,0x149b5633c2c6adf1493c51c8835179ec96b537e1c9b36c2fd0ae41d97e2e3877,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,65220,66120,2268414731,1801980,1410219389
25893378,0x65c537fe821bf0bc3ad20f361edd3753b1b565aba2ddfd3d148e57849da0e5a2,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65780,66780,350624695010,637758226,0
25893592,0x57d8c9f4f588c85f0cbf2f4009234277bad9da6f078cb389bda1aff8e11ea871,24,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65800,66800,350975476978,637758225,0
25893617,0x6f8e857bc3c08dbddea805d1d85235a39dcfcc4114434b70e57846d65c90facd,22,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65670,65680,4064259991,0,54196717
25894074,0x37553530a9004db6cb01267a9848d4e21da787473ed3b9e039c9db28e4afbd27,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64650,65650,483609571455,0,628249216371
25894074,0x76b5aee4ea7a89d0ceddaa4b717c88b511c00c1f52b07d76ef050e42aba6e93c,63,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65830,66830,351502308326,637758224,0
25894074,0x1f2ea16142a342804f5f6c095d2ff8129f112f6fd08c98d46ff0c5c37e4247db,85,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,-887270,887270,1362445089,50971415,36417599681
25894112,0x8e862d1cb25d4b10f78045efc2c772dea6d06beef04c39af4bbc053d276de992,14,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65820,66820,351326609334,637758223,0
25894137,0x450cb1953aa8a8ea6f8e295765ed4dc5a7df3a10466f979af16155297e6e40dd,13,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,63560,66080,0,0,0
25894338,0x72a04e0bc59aba67507ccc48dad21e94fcc2e8779cfca67b06194bb16db6c014,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65840,66840,351678093531,637758222,0
25894505,0x055df80b44797f627a63a3dfe759447c740d229ea7edcdba27b8a040f867e1bb,6,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65710,65720,4058327291,0,54225942
25894751,0xeea2bc75d225eb8897f2e4d3686ad39fd4429720bec9ad101279a1bf3168329e,19,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65860,66860,352029929370,637758221,0
25894825,0x80b9403eeeed47775e045ecf9b618e73e20d2ce029c70f2517b8aefa9989b070,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65880,66880,352382117203,637758220,0
25895175,0xa47ff76d29706f0eeb8e218cbecaf5e6e9170ad7847bb58b5ccc70849f4e99f2,38,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65910,66910,352911059987,637758219,0
25895361,0x69d30554798f4690290f457dc29e039920fdf4227d4e37be465e9708422ef5ba,30,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65940,66940,353440796740,637758218,0
25895410,0xc9a5691176ca051ac376016b1c83685915aadc8caa0ca20876db0746931b73ff,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65730,65740,4056051305,0,54249751
25895435,0x78ec0dfce03bf965f52b43349650d31419fe1126502d7f480e3ba8dad2957d6a,36,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64680,65680,482884737100,0,628249216370
25895467,0xcdb6eb3f84f4f2cc19172e931b30c0bda7bc2641c73bec6d79aa6d531cac1009,22,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65960,66960,353794396072,637758217,0
25895510,0x4f4bbcf33080a14ea65a98b8d7065bddd24eb22351c9dcd73e270e32cbb4be46,4,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65690,887270,0,0,0
25895510,0x4f4bbcf33080a14ea65a98b8d7065bddd24eb22351c9dcd73e270e32cbb4be46,5,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60590,65690,0,0,0
25895510,0x4f4bbcf33080a14ea65a98b8d7065bddd24eb22351c9dcd73e270e32cbb4be46,6,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65690,887270,160,5,36
25895510,0x4f4bbcf33080a14ea65a98b8d7065bddd24eb22351c9dcd73e270e32cbb4be46,10,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60590,65690,12323,0,74030
25896835,0x1635fa887d9fc3f92bd228ffc754df595accbcaaa042ffabd9cd6067c6eb2407,4,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65980,66980,354148349163,637758216,0
25897013,0x25329631f78e444accd4df181ad6769ec281919f787130cf4c54d79e2cf70fe7,1,Burn,0x5977767ef6324864f170318681eccb82315f8761,64680,66660,1036989757,1481219,1620423907
25897073,0xfa04e12675ab5ac919f40d1cca89bd6dcfefc6ac6d578a170f0d39d4a0fd6209,46,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66000,67000,354502656366,637758215,0
25897216,0xf17f8457838c6a986ca9d9f5d5da6da27a7e59be85c70b93c77ea4bc8ee6aab8,18,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65820,65830,4037840840,0,54249749
25897975,0x88ac69f10030f25f1ed12354955d3ff03f92c7211e954f4655eeb12423397fa0,1,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,65650,887270,0,0,0
25897975,0x88ac69f10030f25f1ed12354955d3ff03f92c7211e954f4655eeb12423397fa0,2,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,63830,65650,0,0,0
25897975,0x88ac69f10030f25f1ed12354955d3ff03f92c7211e954f4655eeb12423397fa0,3,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,65650,887270,2691,99,750
25897975,0x88ac69f10030f25f1ed12354955d3ff03f92c7211e954f4655eeb12423397fa0,7,Burn,0xab9a77cb113c198704caff5208c248bbe4b32330,63830,65650,9596,0,22233
25899009,0xd98150bdf7d93f8016dbd39ca7aa83cd93abf20f7b906be0bb430f916f443539,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65900,65910,4022158001,74536,0
25900816,0x5f24511044fdf11fd0d5d03662d4e1c43f89ec4794dba501bdb25936382feb5e,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65870,65880,4018786673,0,54128897
25901030,0x83b59bc61434611977bc50886f0d4c36775d6585ddcd054c9fc5d591d206317f,0,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,-887270,887270,843468982,31239426,22773783014
25901030,0x83b59bc61434611977bc50886f0d4c36775d6585ddcd054c9fc5d591d206317f,5,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,63370,66980,88035042234,168279353,284538804841
25901030,0x83b59bc61434611977bc50886f0d4c36775d6585ddcd054c9fc5d591d206317f,10,Burn,0xbc2ae38ce7127854b08ec5956f8a31547f6390ff,64390,65170,21500206756,0,21385654558
25901568,0xa6844fa4d53d5b07e110e14aa5e08ef8b50c9140e1f98494822ee04fd16759a6,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66030,67030,355034782183,637758214,0
25901707,0x896bbec6cb8c6b72fc38cfba2c6eb204655e79fb580c8ec66dbbe147a0a718cc,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65890,65900,4016789216,0,54156119
25901807,0x633d53da59faa1022e128a0f8333389a70303445bbb4cde4663b77e4b5cf8740,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66060,67060,355567706747,637758213,0
25902610,0x58e556491c904e1ef5a7909b316bcc533ccf856338dc8ae6644bb00017e6b29e,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65930,65940,4008763918,74177,0
25907085,0x952a91b812db7fa5862c5d3de6e64551ad79fc9786aaf3c34eb9b9b2df868363,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64850,65660,92241368117,0,97569077523
25907104,0xbcb821f7b62326f077a3dac9b49d90225959695390e7e9615dae6ef39927eaf2,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65900,65910,4004043656,0,54011276
25907563,0xc405ac209fb9da76fbedd8ada6abf458e4a4f900f7ea9de2a62cc0123d1b5453,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64410,65940,0,0,0
25907602,0xcb4ccf5f0c937e965ca0ce8898b5094d53c58ebb1b0ba895ecf09aedc278d953,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64410,65940,0,0,0
25907602,0xcb4ccf5f0c937e965ca0ce8898b5094d53c58ebb1b0ba895ecf09aedc278d953,5,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64410,65940,815865631,0,1623867645
25907717,0xcde0b993c84eec265be7cb9a4c21ad27ab433605e6856a62397b0121190d1e03,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64850,66390,0,0,0
25907803,0xf1bc3822b2bab1779f283bf31c2c943cfa8c2b36f445b9c21694b626caced0e1,0,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64850,66390,0,0,0
25908016,0xcdb67039e0d79c83dac3fc702f739da4e5b3eb4d3a46c1d1724130a180bf5e69,12,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65920,65930,4004846024,0,54076145
25908342,0xeb8cb35242d67f6e27e7bc03b5123e7cccd6051c417d6ab43e14c2cc5e27ce5b,52,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,64800,65800,479996247233,0,628249216369
25908653,0xc7781d583d315aa1887efb7c492b1fd0336be4cf852f2e97a318fdf7ea847317,1,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65850,887270,0,0,0
25908653,0xc7781d583d315aa1887efb7c492b1fd0336be4cf852f2e97a318fdf7ea847317,2,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60750,65850,0,0,0
25908653,0xc7781d583d315aa1887efb7c492b1fd0336be4cf852f2e97a318fdf7ea847317,3,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,65850,887270,134,4,22
25908653,0xc7781d583d315aa1887efb7c492b1fd0336be4cf852f2e97a318fdf7ea847317,7,Burn,0xee8b74001b19c0a721c38def5ea5904c9a2daa56,60750,65850,12231,0,74067
25908752,0x97886e8969f793b160e62b5e6075e7b129306281a6a5c7f62c7d5a5b1f6a7e3f,9,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,66080,67080,355923433943,637758212,0
25908906,0x1781fb5038d07037863766cf481e5a2ba396451508734a6c2a3bafeb4143eb0e,11,Burn,0x2659c6085d26144117d904c46b48b6d180393d27,65930,65940,4002844054,0,54076143
