block,amount0,amount1,totalSupply,price,share_price_usd,vault_value_usd
27048958,1932141,1390155669,1755081183,73623.83,1.6025878559e-06,2812.67
27058958,1761311,1516140751,1755081183,73997.93,1.6064638712e-06,2819.47
27068958,1806494,1482838616,1755081183,73764.42,1.6041357242e-06,2815.39
27078958,1824996,1469293967,1755081183,73663.84,1.6031486655e-06,2813.66
27088958,1941412,1383322405,1755081183,73615.34,1.6024896905e-06,2812.50
27098958,1801578,1364205517,1680544240,72114.45,1.5848458903e-06,2663.40
27108958,1812181,1356522428,1680544240,71033.93,1.5731723941e-06,2643.79
27118958,1816184,1353612538,1680544240,71204.34,1.5749745103e-06,2646.81
27128958,1820677,1350128498,1680544240,71019.51,1.5728026584e-06,2643.16
27138958,1895065,1297182826,1680544240,70985.22,1.5723470796e-06,2642.40
27148958,1774135,1383336571,1680544240,71222.87,1.5750412469e-06,2646.93
27158958,1820925,1349950742,1680544240,70775.12,1.5701536052e-06,2638.71
27168958,1784933,1374946084,1680544240,70174.61,1.5634910612e-06,2627.52
27178958,1918903,1280923055,1680544240,70152.44,1.5632318849e-06,2627.08
27188958,2059632,1183371209,1680544240,69373.76,1.5543865294e-06,2612.22
27198958,1747327,1398960288,1680544240,69700.52,1.5571481631e-06,2616.86
27208958,1755541,1392915410,1680544240,70452.92,1.5648176400e-06,2629.75
27218958,1844673,1330187598,1680544240,70319.59,1.5633947474e-06,2627.35
27228958,1784509,1371824027,1680544240,70523.21,1.5651579084e-06,2630.32
27238958,1812968,1351556265,1680544240,70626.11,1.5661503692e-06,2631.98
27248958,1781621,1373789886,1680544240,70474.36,1.5645977892e-06,2629.38
27258958,1828155,1341019633,1680544240,70345.67,1.5632123312e-06,2627.05
27268958,1854211,1322776192,1680544240,70336.58,1.5631631292e-06,2626.96
27278958,1752146,1394457703,1680544240,69942.97,1.5589953741e-06,2619.96
27288958,1912397,1282539357,1680544240,69727.20,1.5566387531e-06,2616.00
27298958,1667114,1454457890,1680544240,70425.28,1.5640930340e-06,2628.53
27308958,1723424,1414181965,1680544240,70543.80,1.5649398548e-06,2629.95
27318958,1751875,1394075432,1680544240,70729.81,1.5668574652e-06,2633.17
27328958,1759539,1388728568,1680544240,70722.40,1.5668238356e-06,2633.12
27338958,1785124,1370416680,1680544240,70552.84,1.5648932140e-06,2629.87
27348958,1827214,1340718751,1680544240,70572.16,1.5651019718e-06,2630.22
27358958,1763913,1385347209,1680544240,70653.42,1.5659284979e-06,2631.61
27368958,1819952,1345807759,1680544240,70355.31,1.5627322095e-06,2626.24
27378958,1823368,1343437734,1680544240,70375.30,1.5629689371e-06,2626.64
27388958,1852653,1322840237,1680544240,70294.08,1.5620806264e-06,2625.15
27398958,2308740,1005095026,1680544240,69047.06,1.5466490763e-06,2599.21
27408958,1813788,1346165653,1680544240,69379.00,1.5498275088e-06,2604.55
27418958,1834912,1331515954,1680544240,69323.81,1.5492283504e-06,2603.55
27428958,1792115,1361064501,1680544240,68737.33,1.5429028943e-06,2592.92
27438958,1961239,1244925204,1680544240,68390.11,1.5389173540e-06,2586.22
27448958,1791894,1361396092,1680544240,68824.56,1.5439398335e-06,2594.66
27458958,1821261,1341281127,1680544240,68806.00,1.5437962744e-06,2594.42
27468958,1824345,1339120576,1680544240,68433.27,1.5397271458e-06,2587.58
27478958,1866742,1310140053,1680544240,68276.57,1.5380061552e-06,2584.69
27488958,1814763,1345686152,1680544240,68063.94,1.5357437552e-06,2580.89
27498958,1666206,1446598639,1680544240,68512.46,1.5400709906e-06,2588.16
27508958,1742311,1391044810,1680544240,68309.93,1.5359406271e-06,2581.22
27518958,1875597,1299827895,1680544240,68424.64,1.5371201026e-06,2583.20
